DateAdded	Title	DOI	Year	Journal/Publisher	Abstract	Keywords	URL	Issue	Reviewers	PRs
2020-04-02	Diabetes is a risk factor for the progression and prognosis of COVID-19	https://dx.doi.org/10.1002/dmrr.3319	2020	Diabetes/Metabolism Research Reviews	AIM: To figure out whether diabetes is a risk factor influencing the progression and prognosis of 2019 novel coronavirus disease (COVID-19).; MATERIALS AND METHODS: A total of 174 consecutive patients confirmed with COVID-19 were studied. Demographic data, medical history, symptoms and signs, laboratory findings, chest computed tomography (CT) as well we treatment measures were collected and analyzed.; RESULTS: We found that COVID-19 patients without other comorbidities but with diabetes (n=24) were at higher risk of severe pneumonia, release of tissue injury-related enzymes, excessive uncontrolled inflammation responses and hypercoagulable state associated with dysregulation of glucose metabolism. Furthermore, serum levels of inflammation related biomarkers such as IL-6, C-reactive protein, serum ferritine and coagulation index, D-dimer, were significantly higher (p  0.01) in diabetic patients compared with those without, suggesting that patients with diabetes are more susceptible to an inflammatory storm eventually leading to rapid deterioration of COVID-19.; CONCLUSIONS: Our data support the notion that diabetes should be considered as a risk factor for a rapid progression and bad prognosis of COVID-19. More intensive attention should be paid to patients with diabetes, in case of rapid deterioration. This article is protected by copyright. All rights reserved.	NA	http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medp&AN=32233013; http://sfx.library.cdc.gov/cdc?sid=OVID:medline&id=pmid:32233013&id=10.1002%2Fdmrr.3319&issn=1520-7552&isbn=&volume=&issue=&spage=e3319&pages=e3319&date=2020&title=Diabetes%2FMetabolism+Research+Reviews&atitle=Diabetes+is+a+risk+factor+for+the+progression+and+prognosis+of+COVID-19.&aulast=Guo&pid=%3Cauthor%3EGuo+W%2CLi+M%2CDong+Y%2CZhou+H%2CZhang+Z%2CTian+C%2CQin+R%2CWang+H%2CShen+Y%2CDu+K%2CZhao+L%2CFan+H%2CLuo+S%2CHu+D%3C%2Fauthor%3E&%3CAN%3E32233013%3C%2FAN%3E&%3CDT%3EJournal+Article%3C%2FDT%3E			
2020-04-02	Clinical Trial of Combined Use of Hydroxychloroquine, Azithromycin, and Tocilizumab for the Treatment of COVID-19	NA	2020	NA	NA	covid	https://ClinicalTrials.gov/show/NCT04332094			
2020-04-02	Covid-19 and diabetes mellitus: unveiling the interaction of two pandemics	https://dx.doi.org/10.1002/dmrr.3321	2020	Diabetes/Metabolism Research Reviews	A novel RNA betacoronavirus causing coronavirus disease 2019 (Covid-19) has now been declared pandemic disease by WHO. Guo W et al published the first report of biochemical features in patients with diabetes and the further risk that this disease can determine to the progression of Covid-19. Among different cytokines found significantly higher in patients with diabetes compared to those without, Interleukin-6 (IL-6) which is already increased in conditions of chronic inflammation, may play a more deleterious role in Covid-19 infection. Targeting the over expression of Il-6 effects with a monoclonal antibody against IL-6 receptor or using Janus Kinase inhibitors may be particularly helpful for treatment of Covid-19 pneumonia in diabetes. This article is protected by copyright. All rights reserved.	NA	http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medp&AN=32233018; http://sfx.library.cdc.gov/cdc?sid=OVID:medline&id=pmid:32233018&id=10.1002%2Fdmrr.3321&issn=1520-7552&isbn=&volume=&issue=&spage=e33213321&pages=e33213321&date=2020&title=Diabetes%2FMetabolism+Research+Reviews&atitle=Covid-19+and+diabetes+mellitus%3A+unveiling+the+interaction+of+two+pandemics.&aulast=Maddaloni&pid=%3Cauthor%3EMaddaloni+E%2CBuzzetti+R%3C%2Fauthor%3E&%3CAN%3E32233018%3C%2FAN%3E&%3CDT%3EJournal+Article%3C%2FDT%3E			
2020-04-02	Renin-angiotensin system inhibitors improve the clinical outcomes of COVID-19 patients with hypertension	https://dx.doi.org/10.1080/22221751.2020.1746200	2020	Emerging Microbes & Infections	The dysfunction of the renin-angiotensin system (RAS) has been observed in coronavirus infection disease (COVID-19) patients, but whether RAS inhibitors, such as angiotensin-converting enzyme inhibitors (ACEIs) and angiotensin II type 1 receptor blockers (ARBs), are associated with clinical outcomes remains unknown. COVID-19 patients with hypertension were enrolled to evaluate the effect of RAS inhibitors. We observed that patients receiving ACEI or ARB therapy had a lower rate of severe diseases and a trend toward a lower level of IL-6 in peripheral blood. In addition, ACEI or ARB therapy increased CD3 and CD8 T cell counts in peripheral blood and decreased the peak viral load compared to other antihypertensive drugs. This evidence supports the benefit of using ACEIs or ARBs to potentially contribute to the improvement of clinical outcomes of COVID-19 patients with hypertension.	NA	http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=prem&AN=32228222; http://sfx.library.cdc.gov/cdc?sid=OVID:medline&id=pmid:32228222&id=10.1080%2F22221751.2020.1746200&issn=2222-1751&isbn=&volume=9&issue=1&spage=757&pages=757-760&date=2020&title=Emerging+Microbes+%26+Infections&atitle=Renin-angiotensin+system+inhibitors+improve+the+clinical+outcomes+of+COVID-19+patients+with+hypertension.&aulast=Meng&pid=%3Cauthor%3EMeng+J%2CXiao+G%2CZhang+J%2CHe+X%2COu+M%2CBi+J%2CYang+R%2CDi+W%2CWang+Z%2CLi+Z%2CGao+H%2CLiu+L%2CZhang+G%3C%2Fauthor%3E&%3CAN%3E32228222%3C%2FAN%3E&%3CDT%3ELetter%3C%2FDT%3E			
2020-04-02	COVID-19 and chronological aging: senolytics and other anti-aging drugs for the treatment or prevention of corona virus infection?	https://dx.doi.org/10.18632/aging.103001	2020	Aging	COVID-19, also known as SARS-CoV-2, is a new emerging zoonotic corona virus of the SARS (Severe Acute Respiratory Syndrome) and the MERS (Middle East Respiratory Syndrome) family. COVID-19 originated in China and spread world-wide, resulting in the pandemic of 2020. For some reason, COVID-19 shows a considerably higher mortality rate in patients with advanced chronological age. This begs the question as to whether there is a functional association between COVID-19 infection and the process of chronological aging. Two host receptors have been proposed for COVID-19. One is CD26 and the other is ACE-2 (angiotensin-converting enzyme 2). Interestingly, both CD26 and the angiotensin system show associations with senescence. Similarly, two proposed therapeutics for the treatment of COVID-19 infection are Azithromycin and Quercetin, both drugs with significant senolytic activity. Also, Chloroquine-related compounds inhibit the induction of the well-known senescence marker, Beta-galactosidase. Other anti-aging drugs should also be considered, such as Rapamycin and Doxycycline, as they behave as inhibitors of protein synthesis, blocking both SASP and viral replication. Therefore, we wish to speculate that the fight against COVID-19 disease should involve testing the hypothesis that senolytics and other anti-aging drugs may have a prominent role in preventing the transmission of the virus, as well as aid in its treatment. Thus, we propose that new clinical trials may be warranted, as several senolytic and anti-aging therapeutics are existing FDA-approved drugs, with excellent safety profiles, and would be readily available for drug repurposing efforts. As Azithromycin and Doxycycline are both commonly used antibiotics that inhibit viral replication and IL-6 production, we may want to consider this general class of antibiotics that functionally inhibits cellular protein synthesis as a side-effect, for the treatment and prevention of COVID-19 disease.	NA	http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medp&AN=32229706; http://sfx.library.cdc.gov/cdc?sid=OVID:medline&id=pmid:32229706&id=10.18632%2Faging.103001&issn=1945-4589&isbn=&volume=&issue=&spage=&pages=&date=2020&title=Aging&atitle=COVID-19+and+chronological+aging%3A+senolytics+and+other+anti-aging+drugs+for+the+treatment+or+prevention+of+corona+virus+infection%3F.&aulast=Sargiacomo&pid=%3Cauthor%3ESargiacomo+C%2CSotgia+F%2CLisanti+MP%3C%2Fauthor%3E&%3CAN%3E32229706%3C%2FAN%3E&%3CDT%3EJournal+Article%3C%2FDT%3E			
2020-04-01	Effect of matrine sodium chloride injection on a mouse model combining disease with syndrome of human coronavirus pneumonia with cold-dampness pestilence attacking the lung	NA	2020	Acta Pharmaceutica Sinica	TCM syndrome of plague attack lung is a classification of traditional Chinese medicine syndromes of the novel coronavirus pneumonia by the Beijing Municipal Administration of Traditional Chinese Medicine. In this study, a mouse model combining disease with syndrome of human coronavirus pneumonia with cold-dampness pestilence attacking the lung was established for the first time, and the therapeutic effect of matrine sodium chloride injection was evaluated based on immune regulation and inflammatory damage. Lung index, lung index inhibition rate and HE stain were used to evaluate the therapeutic effect of matrine sodium chloride injection on the model mice; the viral load in lung tissue was measured by RT-PCR to evaluate its antiviral effect; the percentage of CD4&lt;sup+ &lt;/supT cells, CD8&lt;sup+ &lt;/supT cells and B cells were detected by flow cytometry to evaluate its immunomodulatory effect; the production of interleukin 6 (IL-6), IL-10, tumor necrosis factor-&lt;italic&alpha; &lt;/italic(TNF-&lt;italic&alpha;&lt;/italic) and interferon-&lt;italic&gamma; &lt;/italic(IFN-&lt;italic&gamma;&lt;/italic) were measured by ELISA to evaluate its anti-inflammatory effect. All interventions and operations in the experiment were approved by the Animal Ethics Committee of the Institute of Chinese Materia Medica, China Academy of Chinese Medical Sciences, and conformed to the Guide for the Care and Use of Laboratory Animals published by the US National Institutes of Health (NIH) and Beijing Experimental Animal Ethics Committee. The results showed that intraperitoneal injection of the high-dose (36.67 mL&middot;kg&lt;sup-1&lt;/sup&middot;d&lt;sup-1&lt;/sup) and low-dose (18.33 mL&middot;kg&lt;sup-1&lt;/sup&middot;d&lt;sup-1&lt;/sup) of matrine sodium chloride injection significantly improved the pathological damage of lung tissue and reduced lung index. The lung index inhibition rates were 86.86% and 76.53%, respectively. The production of IL-6, IL-10, TNF-&lt;italic&alpha;&lt;/italic, IFN-&lt;italic&gamma;&lt;/italic, as well as the viral load in lung tissue were reduced significantly compared to the model; the percentage of CD4&lt;sup+ &lt;/supT cells, CD8&lt;sup+ &lt;/supT cells and B cells in peripheral blood were increased compared to the model. These results indicated that the matrine sodium chloride injection has an evident therapeutic effect on the model, and its mechanism was related to the inhibition virus replication, regulation of immunity function and inhibition of inflammatory factor release. This study provided laboratory data support for matrine sodium chloride injection which was used to treat the novel coronavirus pneumonia in clinical in Hubei province. These results indicated that the matrine sodium chloride injection has a good prospect for prevention and treatment of the novel coronavirus pneumonia.	NA	NA			
2020-04-01	Clinical observations of low molecular weight heparin in relieving inflammation in COVID-19 patients: A retrospective cohort study	10.1101/2020.03.28.20046144	2020	medRxiv	Abstract: Background On March 11, 2020, the World Health Organization declared its assessment of COVID-19 as a global pandemic. Effective therapeutic drugs are urgently needed to improve the overall prognosis of patients, but currently no such drugs are available. Methods Patients in the study were divided into a heparin and a control group based on whether low molecular weight heparin (LMWH) was used. D-dimer, C-reactive protein (CRP), peripheral blood lymphocyte percentage, interleukin-6, and other indices in 42 patients with novel coronavirus pneumonia were retrospectively analyzed to compare and evaluate the progress of patients before and after LMWH treatment. Results Compared to the control group, D-dimer levels in the heparin group significantly increased before treatment, and there was no significant difference after treatment. There was no significant difference in the change of CRP levels between the two groups of patients before and after LMWH treatment, and levels for both groups were significantly lower after, compared to before, treatment. Compared to the control group, patients in the heparin group had a higher percentage of lymphocytes after treatment and lower levels of interleukin-6; these differences were statistically significant. Conclusions Under conventional antiviral treatment regimens, LMWH can improve hypercoagulability, inhibit IL-6 release, and counteract IL-6 biological activity in patients. LMWH has potential antiviral effects and can help delay or block inflammatory cytokine storms. It can also increase the lymphocytes (LYM%)of patients and has the potential for treatment of COVID-19.Competing Interest StatementThe authors have declared no competing interest.Funding StatementNo funding was received.Author DeclarationsAll relevant ethical guidelines have been followed; any necessary IRB and/or ethics committee approvals have been obtained and details of the IRB/oversight body are included in the manuscript.YesAll necessary patient/participant consent has been obtained and the appropriate institutional forms have been archived.YesI understand that all clinical trials and any other prospective interventional studies must be registered with an ICMJE-approved registry, such as ClinicalTrials.gov. I confirm that any such study reported in the manuscript has been registered and the trial registration ID is provided (note: if posting a prospective study registered retrospectively, please provide a statement in the trial ID field explaining why the study was not registered in advance).Yes I have followed all appropriate research reporting guidelines and uploaded the relevant EQUATOR Network research reporting checklist(s) and other pertinent material as supplementary files, if applicable.YesThe data used to support the findings of this study are included within the article.	NA	http://medrxiv.org/content/early/2020/04/01/2020.03.28.20046144.abstract			
2020-03-31	A Case of Novel Coronavirus Disease 19 in a Chronic Hemodialysis Patient Presenting with Gastroenteritis and Developing Severe Pulmonary Disease	https://dx.doi.org/10.1159/000507417	2020	American Journal of Nephrology	Novel coronavirus disease 2019 (COVID-19) is a highly infectious, rapidly spreading viral disease with an alarming case fatality rate up to 5%. The risk factors for severe presentations are concentrated in patients with chronic kidney disease, particularly patients with end-stage renal disease (ESRD) who are dialysis dependent. We report the first US case of a 56-year-old nondiabetic male with ESRD secondary to IgA nephropathy undergoing thrice-weekly maintenance hemodialysis for 3 years, who developed COVID-19 infection. He has hypertension controlled with angiotensin receptor blocker losartan 100 mg/day and coronary artery disease status-post stent placement. During the first 5 days of his febrile disease, he presented to an urgent care, 3 emergency rooms, 1 cardiology clinic, and 2 dialysis centers in California and Utah. During this interval, he reported nausea, vomiting, diarrhea, and low-grade fevers but was not suspected of COVID-19 infection until he developed respiratory symptoms and was admitted to the hospital. Imaging studies upon admission were consistent with bilateral interstitial pneumonia. He was placed in droplet-eye precautions while awaiting COVID-19 test results. Within the first 24 h, he deteriorated quickly and developed acute respiratory distress syndrome (ARDS), requiring intubation and increasing respiratory support. Losartan was withheld due to hypotension and septic shock. COVID-19 was reported positive on hospital day 3. He remained in critical condition being treated with hydroxychloroquine and tocilizumab in addition to the standard medical management for septic shock and ARDS. Our case is unique in its atypical initial presentation and highlights the importance of early testing.	NA	http://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=medp&AN=32222713; http://sfx.library.cdc.gov/cdc?sid=OVID:medline&id=pmid:32222713&id=10.1159%2F000507417&issn=0250-8095&isbn=&volume=&issue=&spage=1&pages=1-6&date=2020&title=American+Journal+of+Nephrology&atitle=A+Case+of+Novel+Coronavirus+Disease+19+in+a+Chronic+Hemodialysis+Patient+Presenting+with+Gastroenteritis+and+Developing+Severe+Pulmonary+Disease.&aulast=Ferrey&pid=%3Cauthor%3EFerrey+AJ%2CChoi+G%2CHanna+RM%2CChang+Y%2CTantisattamo+E%2CIvaturi+K%2CPark+E%2CNguyen+L%2CWang+B%2CTonthat+S%2CRhee+CM%2CReddy+U%2CLau+WL%2CHuang+SS%2CGohil+S%2CAmin+AN%2CHsieh+L%2CCheng+TT%2CLee+RA%2CKalantar-Zadeh+K%3C%2Fauthor%3E&%3CAN%3E32222713%3C%2FAN%3E&%3CDT%3EJournal+Article%3C%2FDT%3E			
2020-03-30	Clinical and immunologic features in severe and moderate Coronavirus Disease 2019	10.1172/jci137244	2020	Journal of Clinical Investigation	BACKGROUND: Since December 2019, an outbreak of Coronavirus Disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) emerged in Wuhan, and is now becoming a global threat. We aimed to delineate and compare the immunologic features of severe and moderate COVID-19. METHODS: In this retrospective study, the clinical and immunologic characteristics of 21 patients (17 male and 4 female) with COVID-19 were analyzed. These patients were classified as severe (11 cases) and moderate (10 cases) according to the Guidelines released by the National Health Commission of China. RESULTS: The median age of severe and moderate cases was 61.0 and 52.0 years, respectively. Common clinical manifestations included fever, cough and fatigue. Compared to moderate cases, severe cases more frequently had dyspnea, lymphopenia, and hypoalbuminemia, with higher levels of alanine aminotransferase, lactate dehydrogenase, C-reactive protein, ferritin and D-dimer as well as markedly higher levels of IL-2R, IL-6, IL-10, and TNF-alpha. Absolute number of T lymphocytes, CD4+T and CD8+T cells decreased in nearly all the patients, and were markedly lower in severe cases (294.0, 177.5 and 89.0 x 106/L) than moderate cases (640.5, 381.5 and 254.0 x 106/L). The expressions of IFN-gamma by CD4+T cells tended to be lower in severe cases (14.1%) than moderate cases (22.8%). CONCLUSION: The SARS-CoV-2 infection may affect primarily T lymphocytes particularly CD4+T and CD8+ T cells, resulting in decrease in numbers as well as IFN-gamma production. These potential immunological markers may be of importance due to their correlation with disease severity in COVID-19.	Cytokines; Immunology; Infectious disease; Respiration; T cells	NA			
2020-03-30	Controversies about COVID-19 and anticancer treatment with immune checkpoint inhibitors	10.2217/imt-2020-0067	2020	Immunotherapy	NA	anti-CTLA-4; Covid-19; SARS-CoV-2; anti-PD-1; anti-PD-L1; cancer patients; immune checkpoint inhibitors; immunotherapy; tocilizumab; viral infection	NA			
